"baseMean","log2FoldChange","lfcSE","pvalue","padj","Significant","ensembl_gene_id","diffexpressed","stat","external_gene_name","description","gene_biotype","start_position","end_position","chromosome_name"
1260.17363324977,-1.19922043177982,0.206800433328826,3.82335239588828e-10,8.49931237605965e-08,TRUE,"ENSMUSG00000002257","Downregulated",-5.79892610705018,"Def6","differentially expressed in FDCP 6 [Source:MGI Symbol;Acc:MGI:1346328]","protein_coding",28426752,28447582,"17"
973.048118703226,1.28528358113085,0.232663363686049,1.86633063413117e-09,3.37697337182735e-07,TRUE,"ENSMUSG00000002500","Upregulated",5.52421988906333,"Rpl3l","ribosomal protein L3-like [Source:MGI Symbol;Acc:MGI:1913461]","protein_coding",24946794,24955117,"17"
533.289041760656,1.21002802570375,0.34483319472967,2.22392781946633e-05,0.00126763885709581,TRUE,"ENSMUSG00000002565","Upregulated",3.50902420125865,"Scin","scinderin [Source:MGI Symbol;Acc:MGI:1306794]","protein_coding",40109768,40184227,"12"
181.679979013244,1.24477653974328,0.619507818888205,0.00139442546719309,0.0280837609572769,TRUE,"ENSMUSG00000003279","Upregulated",2.00929915941531,"Dlgap1","DLG associated protein 1 [Source:MGI Symbol;Acc:MGI:1346065]","protein_coding",70276068,71128408,"17"
1757.37253700283,-1.10219437015081,0.428704627872544,0.000424684732673047,0.0122153773107676,TRUE,"ENSMUSG00000003355","Downregulated",-2.57098780486807,"Fkbp11","FK506 binding protein 11 [Source:MGI Symbol;Acc:MGI:1913370]","protein_coding",98622247,98626079,"15"
551.388462832594,-1.06986919481412,0.18889876096565,9.35671434075195e-10,1.84303584628406e-07,TRUE,"ENSMUSG00000003573","Downregulated",-5.66371737614874,"Homer3","homer scaffolding protein 3 [Source:MGI Symbol;Acc:MGI:1347359]","protein_coding",70735477,70747011,"8"
1937.1628333485,-1.87216469848685,0.177873003556754,3.43238134342821e-27,5.93458734278737e-24,TRUE,"ENSMUSG00000003873","Downregulated",-10.5252886106997,"Bax","BCL2-associated X protein [Source:MGI Symbol;Acc:MGI:99702]","protein_coding",45111121,45116322,"7"
541.957575090944,1.58296380631548,0.298873694886554,6.06939699466626e-09,9.45753474989336e-07,TRUE,"ENSMUSG00000004151","Upregulated",5.29643067756879,"Etv1","ets variant 1 [Source:MGI Symbol;Acc:MGI:99254]","protein_coding",38829379,38920483,"12"
50.7509774227114,1.65098234046455,0.777953418946925,0.000994048119236016,0.0220500087244172,TRUE,"ENSMUSG00000004347","Upregulated",2.12221233335461,"Pde1c","phosphodiesterase 1C [Source:MGI Symbol;Acc:MGI:108413]","protein_coding",56046789,56629472,"6"
108.441363588986,1.17961858802066,0.600626594218609,0.00154028935281999,0.0299980508375868,TRUE,"ENSMUSG00000004837","Upregulated",1.96397994923167,"Grap","GRB2-related adaptor protein [Source:MGI Symbol;Acc:MGI:1918770]","protein_coding",61544091,61563610,"11"
243.450505216271,1.61338638692784,0.474195622229211,2.78873809178838e-05,0.00153341178255544,TRUE,"ENSMUSG00000004988","Upregulated",3.40236457549578,"Fxyd4","FXYD domain-containing ion transport regulator 4 [Source:MGI Symbol;Acc:MGI:1889005]","protein_coding",117910520,117914653,"6"
135.658711262694,-1.67079729476364,0.373764440631785,3.62779692384591e-07,3.97550337549058e-05,TRUE,"ENSMUSG00000005107","Downregulated",-4.47018793960026,"Slc2a9","solute carrier family 2 (facilitated glucose transporter), member 9 [Source:MGI Symbol;Acc:MGI:2152844]","protein_coding",38506616,38660486,"5"
34.5265497812562,1.32401185415372,0.832555125647265,0.00279550690997131,0.0449932706861672,TRUE,"ENSMUSG00000005220","Upregulated",1.5902993247737,"Corin","corin, serine peptidase [Source:MGI Symbol;Acc:MGI:1349451]","protein_coding",72457368,72661816,"5"
314.259648837579,1.51891461547774,0.47377913129946,5.50804224808267e-05,0.00262112065511971,TRUE,"ENSMUSG00000005373","Upregulated",3.20595508567829,"Mlxipl","MLX interacting protein-like [Source:MGI Symbol;Acc:MGI:1927999]","protein_coding",135118744,135167236,"5"
1419.49149023106,1.05707855300656,0.24670799322539,1.0814473383138e-06,9.84117077865561e-05,TRUE,"ENSMUSG00000005583","Upregulated",4.2847357282049,"Mef2c","myocyte enhancer factor 2C [Source:MGI Symbol;Acc:MGI:99458]","protein_coding",83652153,83815199,"13"
470.212450161161,1.18735040471026,0.339348547672456,2.34626543434163e-05,0.00131331785697087,TRUE,"ENSMUSG00000005672","Upregulated",3.4989111132319,"Kit","KIT proto-oncogene receptor tyrosine kinase [Source:MGI Symbol;Acc:MGI:96677]","protein_coding",75735576,75817382,"5"
3558.21356330177,1.69975617896454,0.245329952198409,2.16936685274506e-13,8.88355726199103e-11,TRUE,"ENSMUSG00000005716","Upregulated",6.92844947684936,"Pvalb","parvalbumin [Source:MGI Symbol;Acc:MGI:97821]","protein_coding",78075314,78090600,"15"
23.2554363033427,1.61698406076459,1.05794929751961,0.00295197921449793,0.0465924034395935,TRUE,"ENSMUSG00000006218","Upregulated",1.52841356816971,"Fam131c","family with sequence similarity 131, member C [Source:MGI Symbol;Acc:MGI:2685539]","protein_coding",141095531,141111486,"4"
1372.06957804678,1.06248690064392,0.429618720213022,0.000578918206922617,0.0149643624882439,TRUE,"ENSMUSG00000006360","Upregulated",2.4730926532184,"Crip1","cysteine-rich protein 1 [Source:MGI Symbol;Acc:MGI:88501]","protein_coding",113109936,113117499,"12"
7303.92944181336,1.67997380004749,0.260952148288282,6.37441950649656e-12,2.15635525957811e-09,TRUE,"ENSMUSG00000006457","Upregulated",6.4378615430733,"Actn3","actinin alpha 3 [Source:MGI Symbol;Acc:MGI:99678]","protein_coding",4911244,4927937,"19"
224.472976963424,1.37555994958286,0.349494431672607,3.94181116088855e-06,0.000312951650380545,TRUE,"ENSMUSG00000006542","Upregulated",3.93585655427961,"Prkag3","protein kinase, AMP-activated, gamma 3 non-catalytic subunit [Source:MGI Symbol;Acc:MGI:1891343]","protein_coding",74778081,74788380,"1"
86.3326242168459,1.21866928720882,0.61084267770242,0.00146258828638143,0.0289558986315286,TRUE,"ENSMUSG00000006784","Upregulated",1.99506244683596,"Odad4","outer dynein arm complex subunit 4 [Source:MGI Symbol;Acc:MGI:1921657]","protein_coding",100436433,100463394,"11"
3250.66730580262,1.6933508118566,0.236009516109985,5.12456026350509e-14,2.57236394388396e-11,TRUE,"ENSMUSG00000007122","Upregulated",7.1749259935242,"Casq1","calsequestrin 1 [Source:MGI Symbol;Acc:MGI:1309468]","protein_coding",172037461,172047435,"1"
697.874816226709,-1.64069335857163,0.268585793879444,5.19457044799116e-11,1.39366742657225e-08,TRUE,"ENSMUSG00000007783","Downregulated",-6.10863789507821,"Cpt1c","carnitine palmitoyltransferase 1c [Source:MGI Symbol;Acc:MGI:2446526]","protein_coding",44608796,44624275,"7"
473.917859227685,1.31948358747601,0.372042640069899,1.8629931061986e-05,0.00111072933814392,TRUE,"ENSMUSG00000007888","Upregulated",3.54659236701499,"Crlf1","cytokine receptor-like factor 1 [Source:MGI Symbol;Acc:MGI:1340030]","protein_coding",70945808,70956731,"8"
880.402022676088,-1.2353458745666,0.196007437256895,1.69327107028549e-11,5.48937315098178e-09,TRUE,"ENSMUSG00000008167","Downregulated",-6.30254592302792,"Fbxw9","F-box and WD-40 domain protein 9 [Source:MGI Symbol;Acc:MGI:1915878]","protein_coding",85786684,85793753,"8"
277.024119293428,1.21321257367009,0.272000232119853,4.57450366152458e-07,4.84243887598531e-05,TRUE,"ENSMUSG00000008658","Upregulated",4.46033653800525,"Rbfox1","RNA binding protein, fox-1 homolog (C. elegans) 1 [Source:MGI Symbol;Acc:MGI:1926224]","protein_coding",5124665,7229391,"16"
1571.50077634717,1.12753982422544,0.243470999595582,2.12285628417612e-07,2.46520646552721e-05,TRUE,"ENSMUSG00000008734","Upregulated",4.63110524907829,"Gprc5b","G protein-coupled receptor, family C, group 5, member B [Source:MGI Symbol;Acc:MGI:1927596]","protein_coding",118571270,118594434,"7"
2373.68632036489,-1.0116461013056,0.424575516477687,0.000717779503908355,0.0175618975791162,TRUE,"ENSMUSG00000008999","Downregulated",-2.3827235957888,"Bmp7","bone morphogenetic protein 7 [Source:MGI Symbol;Acc:MGI:103302]","protein_coding",172709805,172782114,"2"
58.279518363561,1.460108749626,0.499466481051055,0.000144052786390757,0.00549413090447689,TRUE,"ENSMUSG00000009471","Upregulated",2.92333681041701,"Myod1","myogenic differentiation 1 [Source:MGI Symbol;Acc:MGI:97275]","protein_coding",46025898,46028523,"7"
2224.60052123545,1.8542156519182,0.42177828767852,4.7363064091981e-07,4.97222230818733e-05,TRUE,"ENSMUSG00000009580","Upregulated",4.39618564085852,"Odam","odontogenic, ameloblast asssociated [Source:MGI Symbol;Acc:MGI:1916842]","protein_coding",88032888,88042033,"5"
245.382714196935,1.41439696116693,0.28273302263495,2.96709602980176e-08,4.05008608067941e-06,TRUE,"ENSMUSG00000010064","Upregulated",5.00258847723326,"Slc38a3","solute carrier family 38, member 3 [Source:MGI Symbol;Acc:MGI:1923507]","protein_coding",107527833,107546729,"9"
178.616077859717,1.04459174277876,0.377916757215699,0.000271834966985382,0.00877785873252614,TRUE,"ENSMUSG00000010122","Upregulated",2.76407892170431,"Slc47a1","solute carrier family 47, member 1 [Source:MGI Symbol;Acc:MGI:1914723]","protein_coding",61234227,61269171,"11"
2258.46550821462,1.17440586263603,0.206614441416254,7.93149906331212e-10,1.58233406313077e-07,TRUE,"ENSMUSG00000011148","Upregulated",5.68404538707932,"Adss1","adenylosuccinate synthase 1 [Source:MGI Symbol;Acc:MGI:87947]","protein_coding",112586479,112607794,"12"
79.7204002057246,2.31437796931911,1.63742451899891,0.00222187482406445,0.0383735783987425,TRUE,"ENSMUSG00000014104","Upregulated",1.41342574418885,"Sval2","seminal vesicle antigen-like 2 [Source:MGI Symbol;Acc:MGI:1934254]","protein_coding",41829923,41841347,"6"
178.706592610527,-1.03812454843004,0.531098903846426,0.0017663505066285,0.0326051960066977,TRUE,"ENSMUSG00000014301","Downregulated",-1.95467273781124,"Pam16","presequence translocase-asssociated motor 16 [Source:MGI Symbol;Acc:MGI:1913699]","protein_coding",4434328,4442852,"16"
151330.495035313,1.69799911764393,0.332696312338779,1.67347351769119e-08,2.36735649170842e-06,TRUE,"ENSMUSG00000015519","Upregulated",5.10375094243573,"2310057J18Rik","RIKEN cDNA 2310057J18 gene [Source:MGI Symbol;Acc:MGI:1914969]","protein_coding",28848284,28862299,"10"
10207.9937902512,-1.31318493058385,0.183332675930072,4.58840923467967e-14,2.38000787002835e-11,TRUE,"ENSMUSG00000015647","Downregulated",-7.16285257890813,"Lama5","laminin, alpha 5 [Source:MGI Symbol;Acc:MGI:105382]","protein_coding",179818166,179867652,"2"
3969.47387154154,1.02856873572796,0.150091747276164,4.95382942049951e-13,1.88015950274129e-10,TRUE,"ENSMUSG00000016349","Upregulated",6.85293331841506,"Eef1a2","eukaryotic translation elongation factor 1 alpha 2 [Source:MGI Symbol;Acc:MGI:1096317]","protein_coding",180789446,180798807,"2"
40.3022803439369,1.58375704473179,0.786050800819131,0.00125199347886925,0.0261156441349657,TRUE,"ENSMUSG00000017002","Upregulated",2.01482784965219,"Slpi","secretory leukocyte peptidase inhibitor [Source:MGI Symbol;Acc:MGI:109297]","protein_coding",164195990,164231015,"2"
10914.2164892214,1.26536641167682,0.244464225794969,1.34563620357754e-08,1.93883749665464e-06,TRUE,"ENSMUSG00000017300","Upregulated",5.17608008927276,"Tnnc2","troponin C2, fast [Source:MGI Symbol;Acc:MGI:98780]","protein_coding",164619081,164621887,"2"
2065.96291403325,1.36668188829499,0.51455330292936,0.000299554495847596,0.00937900907421416,TRUE,"ENSMUSG00000018211","Upregulated",2.65605502970139,"Wfdc15b","WAP four-disulfide core domain 15B [Source:MGI Symbol;Acc:MGI:2445041]","protein_coding",164056374,164063580,"2"
1185.09867630615,1.46873003338303,0.425817828356454,2.4504469490157e-05,0.00136671702414456,TRUE,"ENSMUSG00000018417","Upregulated",3.44919807386165,"Myo1b","myosin IB [Source:MGI Symbol;Acc:MGI:107752]","protein_coding",51788924,51955230,"1"
1703.68950597783,1.05606500938056,0.206338870993066,1.94084141857056e-08,2.70628668377081e-06,TRUE,"ENSMUSG00000018566","Upregulated",5.11810985636366,"Slc2a4","solute carrier family 2 (facilitated glucose transporter), member 4 [Source:MGI Symbol;Acc:MGI:95758]","protein_coding",69833365,69839014,"11"
93.7104968015906,1.82026293319178,0.466330844067412,4.14568068743042e-06,0.000322554685885524,TRUE,"ENSMUSG00000018570","Upregulated",3.90337237253095,"2810408A11Rik","RIKEN cDNA 2810408A11 gene [Source:MGI Symbol;Acc:MGI:1917669]","protein_coding",69788178,69791813,"11"
11806.1032428437,1.181665036824,0.212232957981714,1.71954178643853e-09,3.14797526338471e-07,TRUE,"ENSMUSG00000018893","Upregulated",5.56777348844101,"Mb","myoglobin [Source:MGI Symbol;Acc:MGI:96922]","protein_coding",76899687,76934870,"15"
1639.73454688091,1.41610105507648,0.283318585008129,3.2329618161859e-08,4.33690679497145e-06,TRUE,"ENSMUSG00000019787","Upregulated",4.99826389799261,"Trdn","triadin [Source:MGI Symbol;Acc:MGI:1924007]","protein_coding",32956550,33352705,"10"
62.6228148176861,1.24407303258326,0.799143438256412,0.00293711657990617,0.0464948841301321,TRUE,"ENSMUSG00000019848","Upregulated",1.55675811503577,"Popdc3","popeye domain containing 3 [Source:MGI Symbol;Acc:MGI:1930153]","protein_coding",45054194,45194548,"10"
54.0099266729218,2.96089939997111,0.683307114426663,5.2474786010191e-07,5.33699441244824e-05,TRUE,"ENSMUSG00000019913","Upregulated",4.33318977288197,"Sim1","single-minded family bHLH transcription factor 1 [Source:MGI Symbol;Acc:MGI:98306]","protein_coding",50770850,50865248,"10"
5002.92389503295,1.05381816492896,0.215326499207363,6.19978724989779e-08,7.84348694273655e-06,TRUE,"ENSMUSG00000020061","Upregulated",4.89404773127397,"Mybpc1","myosin binding protein C, slow-type [Source:MGI Symbol;Acc:MGI:1336213]","protein_coding",88354141,88441014,"10"
897.868392683801,1.11468280334539,0.292062774815598,7.40136735918861e-06,0.00052831503429511,TRUE,"ENSMUSG00000020067","Upregulated",3.81658636246667,"Mypn","myopalladin [Source:MGI Symbol;Acc:MGI:1916052]","protein_coding",62951574,63039731,"10"
2445.3813376373,-1.28652924639258,0.183275725354038,1.13808736907168e-13,4.91938265281232e-11,TRUE,"ENSMUSG00000020184","Downregulated",-7.01963800119934,"Mdm2","transformed mouse 3T3 cell double minute 2 [Source:MGI Symbol;Acc:MGI:96952]","protein_coding",117524780,117546663,"10"
642.690874933037,1.44535157934253,0.200709733434709,3.80455428475004e-14,2.11438104374983e-11,TRUE,"ENSMUSG00000020216","Upregulated",7.20120322322433,"Jsrp1","junctional sarcoplasmic reticulum protein 1 [Source:MGI Symbol;Acc:MGI:1916700]","protein_coding",80644330,80649332,"10"
125.622902221365,1.64936608022229,0.625561457617081,0.000292887790760588,0.00924467933473734,TRUE,"ENSMUSG00000020264","Upregulated",2.63661717028594,"Slc36a2","solute carrier family 36 (proton/amino acid symporter), member 2 [Source:MGI Symbol;Acc:MGI:1891430]","protein_coding",55049296,55075903,"11"
10839.5309116787,-1.93470933576972,0.180885717897407,5.62285125726847e-28,1.24995983449078e-24,TRUE,"ENSMUSG00000020326","Downregulated",-10.6957550781706,"Ccng1","cyclin G1 [Source:MGI Symbol;Acc:MGI:102890]","protein_coding",40639379,40646138,"11"
3001.33644627642,1.39423840926934,0.267092008711297,9.62735850623887e-09,1.44049351649599e-06,TRUE,"ENSMUSG00000020475","Upregulated",5.22006785600384,"Pgam2","phosphoglycerate mutase 2 [Source:MGI Symbol;Acc:MGI:1933118]","protein_coding",5751640,5753733,"11"
193.37721526024,1.00249982832896,0.539499110614748,0.00220909081322068,0.0381951801605855,TRUE,"ENSMUSG00000020542","Upregulated",1.85820478403872,"Myocd","myocardin [Source:MGI Symbol;Acc:MGI:2137495]","protein_coding",65067387,65160815,"11"
31892.3258036662,-1.16338309766626,0.333428439635155,2.58576473800956e-05,0.00143703875314881,TRUE,"ENSMUSG00000020571","Downregulated",-3.48915377146371,"Pdia6","protein disulfide isomerase associated 6 [Source:MGI Symbol;Acc:MGI:1919103]","protein_coding",17316546,17334771,"12"
13447.7301190772,-1.14796507703616,0.338469157502942,3.95674167821091e-05,0.00202535714653421,TRUE,"ENSMUSG00000020581","Downregulated",-3.39163865182068,"Agr2","anterior gradient 2 [Source:MGI Symbol;Acc:MGI:1344405]","protein_coding",36042906,36054086,"12"
544.717276332895,1.44929766739325,0.294633220797148,4.46806613584295e-08,5.84265354116405e-06,TRUE,"ENSMUSG00000020722","Upregulated",4.91898932330877,"Cacng1","calcium channel, voltage-dependent, gamma subunit 1 [Source:MGI Symbol;Acc:MGI:1206582]","protein_coding",107594044,107607348,"11"
2835.07000879219,1.27045047947108,0.20692841718371,4.87201460776612e-11,1.33005998792015e-08,TRUE,"ENSMUSG00000020788","Upregulated",6.13956505714334,"Atp2a3","ATPase, Ca++ transporting, ubiquitous [Source:MGI Symbol;Acc:MGI:1194503]","protein_coding",72851995,72883870,"11"
251.470608560645,-1.05320965674198,0.530692634243282,0.00165279602181336,0.0312750713295412,TRUE,"ENSMUSG00000020807","Downregulated",-1.98459445031447,"4933427D14Rik","RIKEN cDNA 4933427D14 gene [Source:MGI Symbol;Acc:MGI:1921727]","protein_coding",72044755,72098285,"11"
128.143298077653,1.15563276131608,0.752014137267715,0.00317966389375463,0.0490718469133343,TRUE,"ENSMUSG00000020847","Upregulated",1.53671680364258,"Rph3al","rabphilin 3A-like (without C2 domains) [Source:MGI Symbol;Acc:MGI:1923492]","protein_coding",75721825,75829255,"11"
92.1722410279832,1.33629914059954,0.551071010525829,0.000548960233786151,0.0143810946093372,TRUE,"ENSMUSG00000020990","Upregulated",2.42491278814403,"Cdkl1","cyclin dependent kinase like 1 [Source:MGI Symbol;Acc:MGI:1918341]","protein_coding",69793622,69838041,"12"
437.967984363571,1.44202761659674,0.312048556474088,1.93846264755535e-07,2.30262727164953e-05,TRUE,"ENSMUSG00000021069","Upregulated",4.62116419601668,"Pygl","liver glycogen phosphorylase [Source:MGI Symbol;Acc:MGI:97829]","protein_coding",70237585,70278262,"12"
2429.53652266536,-2.15145645384593,0.201001270500363,4.95050907968814e-28,1.24995983449078e-24,TRUE,"ENSMUSG00000021185","Downregulated",-10.7036957950076,"Dglucy","D-glutamate cyclase [Source:MGI Symbol;Acc:MGI:2444813]","protein_coding",100745316,100863240,"12"
1898.51765037684,1.05938504691051,0.21641613443476,6.05873377637528e-08,7.72786527001441e-06,TRUE,"ENSMUSG00000021200","Upregulated",4.89512969852008,"Asb2","ankyrin repeat and SOCS box-containing 2 [Source:MGI Symbol;Acc:MGI:1929743]","protein_coding",103287401,103322260,"12"
813.72351277976,1.20307556942586,0.386752628437346,8.59387036916276e-05,0.00376702019195892,TRUE,"ENSMUSG00000021589","Upregulated",3.11071077729147,"Rhobtb3","Rho-related BTB domain containing 3 [Source:MGI Symbol;Acc:MGI:1920546]","protein_coding",76017656,76092044,"13"
573.059030763869,1.00911682210116,0.306173899868265,5.3008901549916e-05,0.00253028072704983,TRUE,"ENSMUSG00000021591","Upregulated",3.29589433500158,"Glrx","glutaredoxin [Source:MGI Symbol;Acc:MGI:2135625]","protein_coding",75987987,75998273,"13"
650.310021117817,-1.45792374794095,0.270210823932117,3.58728173775808e-09,5.93847777885675e-07,TRUE,"ENSMUSG00000021668","Downregulated",-5.39550461645169,"Polk","polymerase (DNA directed), kappa [Source:MGI Symbol;Acc:MGI:1349767]","protein_coding",96617198,96679087,"13"
425.784578893878,1.22209718742302,0.347467633261258,2.1296897020381e-05,0.00122288197245073,TRUE,"ENSMUSG00000021708","Upregulated",3.5171540323128,"Rasgrf2","RAS protein-specific guanine nucleotide-releasing factor 2 [Source:MGI Symbol;Acc:MGI:109137]","protein_coding",92028519,92268164,"13"
1007.31894351052,1.05410511936172,0.286107638847741,1.30286360735379e-05,0.000820804072632888,TRUE,"ENSMUSG00000021728","Upregulated",3.68429561547879,"Emb","embigin [Source:MGI Symbol;Acc:MGI:95321]","protein_coding",117345072,117410951,"13"
3151.32173265525,1.07517661813551,0.199744437206517,4.83351230768773e-09,7.75405000205451e-07,TRUE,"ENSMUSG00000021798","Upregulated",5.38276125819652,"Ldb3","LIM domain binding 3 [Source:MGI Symbol;Acc:MGI:1344412]","protein_coding",34248560,34310639,"14"
451.835254351294,1.75512753652025,0.382403160615334,2.07566526508114e-07,2.42852836014493e-05,TRUE,"ENSMUSG00000022040","Upregulated",4.58973072737168,"Ephx2","epoxide hydrolase 2, cytoplasmic [Source:MGI Symbol;Acc:MGI:99500]","protein_coding",66321823,66361949,"14"
113.273769291603,3.60642938114376,0.606004968249098,1.11256752026299e-10,2.83814150537909e-08,TRUE,"ENSMUSG00000022041","Upregulated",5.95115480911592,"Chrna2","cholinergic receptor nicotinic alpha 2 subunit [Source:MGI Symbol;Acc:MGI:87886]","protein_coding",66372488,66390397,"14"
339.355084970901,-1.70737120357966,0.277183771090908,3.68093081223581e-11,1.04143571580366e-08,TRUE,"ENSMUSG00000022074","Downregulated",-6.1597084016138,"Tnfrsf10b","tumor necrosis factor receptor superfamily, member 10b [Source:MGI Symbol;Acc:MGI:1341090]","protein_coding",70004921,70021860,"14"
247.736837237388,1.0471575923106,0.382263811588431,0.000288478814281273,0.00913532015043666,TRUE,"ENSMUSG00000022215","Upregulated",2.73935842359577,"Fitm1","fat storage-inducing transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:1915930]","protein_coding",55813074,55814411,"14"
4794.1816898671,-1.00640797506274,0.399077426590277,0.000524706612020089,0.0139700969185219,TRUE,"ENSMUSG00000022229","Downregulated",-2.5218363856395,"Atp12a","ATPase, H+/K+ transporting, nongastric, alpha polypeptide [Source:MGI Symbol;Acc:MGI:1926943]","protein_coding",56602525,56626007,"14"
5488.321370535,1.01683828850042,0.496583355330939,0.00158241010604831,0.0304751035398735,TRUE,"ENSMUSG00000022265","Upregulated",2.04766889100173,"Ank","progressive ankylosis [Source:MGI Symbol;Acc:MGI:3045421]","protein_coding",27466763,27594995,"15"
288.621313439579,-3.11210122392519,0.293031807883354,1.4900118688924e-27,2.89825933647933e-24,TRUE,"ENSMUSG00000022385","Downregulated",-10.6203529453158,"Gtse1","G two S phase expressed protein 1 [Source:MGI Symbol;Acc:MGI:1352755]","protein_coding",85743946,85760774,"15"
146.081941713486,1.34209120320556,0.496241099171099,0.000266974404238889,0.00870941028167999,TRUE,"ENSMUSG00000022464","Upregulated",2.70451440932107,"Slc38a4","solute carrier family 38, member 4 [Source:MGI Symbol;Acc:MGI:1916604]","protein_coding",96892701,96953837,"15"
78.4067108471462,2.19593960716868,0.750520459018394,0.000113857442355228,0.00466246226444659,TRUE,"ENSMUSG00000022583","Upregulated",2.9258890690878,"Ly6f","lymphocyte antigen 6 family member F [Source:MGI Symbol;Acc:MGI:109441]","protein_coding",75140270,75144084,"15"
1388.77669144922,-1.21869205590762,0.529837915106064,0.000753990905264395,0.0181757606045522,TRUE,"ENSMUSG00000022754","Downregulated",-2.30012239811803,"Tmem45a","transmembrane protein 45a [Source:MGI Symbol;Acc:MGI:1913122]","protein_coding",56625524,56706529,"16"
5599.443111651,-1.06900233432567,0.248626325973895,9.83395844327941e-07,9.10870400808756e-05,TRUE,"ENSMUSG00000022769","Downregulated",-4.29963452236314,"Sdf2l1","stromal cell-derived factor 2-like 1 [Source:MGI Symbol;Acc:MGI:2149842]","protein_coding",16948002,16950247,"16"
69.4878344714536,2.24022191561224,0.776560507258897,0.000126508655721772,0.00498380048528225,TRUE,"ENSMUSG00000023013","Upregulated",2.88480021153764,"Aqp2","aquaporin 2 [Source:MGI Symbol;Acc:MGI:1096865]","protein_coding",99476936,99482428,"15"
2549.84319921285,-3.81760138437028,0.181438960832322,9.8050303751417e-100,1.5257607766758e-95,TRUE,"ENSMUSG00000023067","Downregulated",-21.0406925109009,"Cdkn1a","cyclin dependent kinase inhibitor 1A [Source:MGI Symbol;Acc:MGI:104556]","protein_coding",29309950,29319701,"17"
26.5169581182775,1.60060846333722,0.930534989591782,0.00249171644052202,0.0414690904074472,TRUE,"ENSMUSG00000023267","Upregulated",1.72009487148827,"Gabrr2","gamma-aminobutyric acid type A receptor subunit rho 2 [Source:MGI Symbol;Acc:MGI:95626]","protein_coding",33062999,33095865,"4"
8929.17991519656,-1.49155699986598,0.274215499686186,1.99981844153087e-09,3.57691664007608e-07,TRUE,"ENSMUSG00000023272","Downregulated",-5.43936065456887,"Creld2","cysteine-rich with EGF-like domains 2 [Source:MGI Symbol;Acc:MGI:1923987]","protein_coding",88703849,88710886,"15"
